order_id,order_date,customer_id,product_id,quantity,discount_pct,shipping_cost,sales_channel,order_status,base_price,unit_cost,unit_price,revenue,product_cost,profit,customer_since,customer_date_issue
O002695,2025-04-09,C01595,P0054,1,0.0,322.6989981566402,Online,Completed,4391.07,3392.34,4391.07,4391.07,3392.34,676.0310018433594,2024-05-31,False
O002696,2023-09-14,C01839,P0033,5,0.1,1013.0137676150239,Store,Completed,13342.59,8022.86,12008.33,60041.65,40114.299999999996,18914.336232384983,2020-11-19,False
O002697,2023-01-09,C00764,P0051,2,0.2,797.3285991405712,Online,Completed,21937.67,15735.09,17550.14,35100.28,31470.18,2832.7714008594276,2023-02-14,True
O002698,2025-01-30,C02379,P0002,1,0.05,546.0472727117381,Online,Completed,48149.03,31099.07,45741.58,45741.58,31099.07,14096.462727288264,2021-08-04,False
O002699,2025-08-06,C02340,P0038,1,0.2,990.3595745022504,Online,Completed,11946.05,6792.61,9556.84,9556.84,6792.61,1773.8704254977501,2021-01-05,False
O002700,2025-12-18,C00426,P0056,2,0.15,874.3351808037087,Online,Completed,3220.25,2334.13,2737.21,5474.42,4668.26,-68.17518080370883,2020-05-23,False
O002701,2025-06-05,C02343,P0020,3,0.2,1139.187269399572,Online,Cancelled,8241.48,6253.13,6593.18,19779.54,18759.39,-119.0372693995705,2023-09-22,False
O002702,2024-01-28,C00833,P0052,2,0.1,98.94357574287343,Online,Returned,5049.2,3111.34,4544.28,9088.56,6222.68,2766.936424257126,2024-02-29,True
O002703,2024-02-03,C00500,P0009,1,0.05,1264.7747365132018,Online,Completed,55010.92,39856.38,52260.37,52260.37,39856.38,11139.215263486803,2021-09-22,False
O002704,2023-11-27,C00845,P0065,2,0.0,1425.1058562308895,Online,Completed,2151.86,1389.65,2151.86,4303.72,2779.3,99.31414376911061,2022-11-08,False
O002705,2024-04-24,C01061,P0066,1,0.0,289.1671660016191,Store,Completed,1482.61,1004.14,1482.61,1482.61,1004.14,189.30283399838083,2020-12-14,False
O002706,2023-05-14,C01550,P0019,1,0.2,375.18871870089146,Store,Completed,14773.27,10973.74,11818.62,11818.62,10973.74,469.69128129910956,2023-02-27,False
O002707,2025-07-04,C01421,P0016,1,0.1,784.4360613595603,Online,Completed,77138.7,54809.17,69424.83,69424.83,54809.17,13831.223938640444,2020-01-18,False
O002708,2025-07-23,C00750,P0069,1,0.0,1072.3324305123992,Store,Completed,728.09,572.9,728.09,728.09,572.9,-917.1424305123992,2025-01-21,False
O002709,2023-12-21,C02444,P0020,1,0.05,720.1561910425097,Store,Completed,8241.48,6253.13,7829.41,7829.41,6253.13,856.12380895749,2023-02-03,False
O002710,2024-08-06,C01591,P0052,2,0.1,719.3272829895141,Online,Completed,5049.2,3111.34,4544.28,9088.56,6222.68,2146.552717010485,2022-05-29,False
O002711,2024-09-16,C01948,P0014,2,0.2,1497.360144771908,Online,Completed,16307.91,8998.28,13046.33,26092.66,17996.56,6598.73985522809,2021-07-20,False
O002712,2023-10-17,C01046,P0035,1,0.15,563.6496579902754,Online,Completed,6233.16,4830.1,5298.19,5298.19,4830.1,-95.55965799027615,2025-01-24,True
O002713,2025-04-04,C00495,P0057,4,0.05,914.8199589815791,Store,Completed,2399.62,1477.21,2279.64,9118.56,5908.84,2294.9000410184203,2022-06-07,False
O002714,2024-09-20,C01227,P0034,4,0.0,1241.6560951873162,Store,Returned,26712.82,17922.94,26712.82,106851.28,71691.76,33917.863904812686,2021-11-06,False
O002715,2025-10-15,C00950,P0059,1,0.1,320.0418622064631,Online,Completed,3898.1,2349.12,3508.29,3508.29,2349.12,839.128137793537,2021-11-18,False
O002716,2024-09-23,C01370,P0028,2,0.05,1434.967023171259,Store,Completed,17868.64,13368.71,16975.21,33950.42,26737.42,5778.032976828741,2024-05-07,False
O002717,2023-11-23,C01039,P0043,2,0.0,321.0383236461895,Store,Completed,21218.15,12925.21,21218.15,42436.3,25850.42,16264.841676353815,2023-08-16,False
O002718,2023-07-29,C01054,P0035,1,0.15,808.6236646436189,Online,Completed,6233.16,4830.1,5298.19,5298.19,4830.1,-340.53366464361966,2021-07-18,False
O002719,2024-09-27,C01788,P0015,1,0.2,874.613950749792,Online,Completed,68260.89,49534.02,54608.71,54608.71,49534.02,4200.07604925021,2022-09-19,False
O002720,2025-05-17,C02208,P0003,2,0.1,934.4591563539657,Online,Completed,46962.97,29587.37,42266.67,84533.34,59174.74,24424.140843646033,2021-02-04,False
O002721,2024-03-03,C01653,P0027,2,0.0,230.72707036168174,Online,Completed,26372.42,16854.64,26372.42,52744.84,33709.28,18804.832929638316,2022-12-25,False
O002722,2024-01-28,C00620,P0004,1,0.05,187.32660257229801,Online,Completed,42415.33,30150.61,40294.56,40294.56,30150.61,9956.623397427698,2024-04-02,True
O002723,2025-04-05,C00627,P0022,1,0.0,368.65616631365356,Online,Completed,28566.38,16306.97,28566.38,28566.38,16306.97,11890.753833686347,2023-07-06,False
O002724,2025-07-04,C00272,P0069,2,0.15,1012.8770687750057,Online,Completed,728.09,572.9,618.88,1237.76,1145.8,-920.9170687750056,2023-05-15,False
O002725,2023-12-14,C00420,P0023,4,0.1,97.01498759861497,Online,Completed,18652.9,11870.8,16787.61,67150.44,47483.2,19570.22501240139,2022-12-05,False
O002726,2023-02-19,C02048,P0013,4,0.05,994.1300043415714,Store,Returned,51810.99,39926.78,49220.44,196881.76,159707.12,36180.509995658445,2024-12-18,True
O002727,2025-07-04,C00489,P0060,3,0.15,424.4311254649577,Online,Completed,3944.4,2929.93,3352.74,10058.22,8789.789999999999,843.9988745350427,2023-11-11,False
O002728,2025-11-16,C02224,P0027,1,0.15,204.0533989525333,Online,Completed,26372.42,16854.64,22416.56,22416.56,16854.64,5357.866601047469,2020-11-16,False
O002729,2025-08-25,C00796,P0050,5,0.15,598.5736527350133,Online,Completed,12599.98,7440.87,10709.98,53549.899999999994,37204.35,15746.976347264983,2024-04-05,False
O002730,2025-03-10,C01342,P0012,1,0.15,724.3243156828879,Online,Completed,35152.21,19746.44,29879.38,29879.38,19746.44,9408.615684317114,2023-03-10,False
O002731,2025-10-13,C00467,P0010,1,0.2,426.4582975605838,Online,Completed,56479.09,32881.48,45183.27,45183.27,32881.48,11875.33170243941,2023-03-03,False
O002732,2024-10-10,C00440,P0049,2,0.1,1225.4764791632776,Online,Completed,3620.6,2285.05,3258.54,6517.08,4570.1,721.5035208367219,2023-12-30,False
O002733,2023-10-28,C01355,P0035,5,0.1,714.1853142361203,Store,Completed,6233.16,4830.1,5609.84,28049.2,24150.5,3184.51468576388,2024-05-23,True
O002734,2023-06-15,C00273,P0038,1,0.1,551.9458448301482,Online,Completed,11946.05,6792.61,10751.44,10751.44,6792.61,3406.8841551698524,2023-02-07,False
O002735,2023-11-12,C01045,P0054,2,0.0,1415.3986533281916,Online,Completed,4391.07,3392.34,4391.07,8782.14,6784.68,582.0613466718075,2025-04-16,True
O002736,2023-01-01,C02213,P0020,1,0.05,398.0802627805715,Online,Completed,8241.48,6253.13,7829.41,7829.41,6253.13,1178.1997372194282,2024-07-14,True
O002737,2025-10-16,C01516,P0012,2,0.0,399.67025186863395,Online,Completed,35152.21,19746.44,35152.21,70304.42,39492.88,30411.86974813137,2023-03-18,False
O002738,2023-03-04,C00956,P0003,2,0.1,1427.0792119444075,Store,Completed,46962.97,29587.37,42266.67,84533.34,59174.74,23931.52078805559,2022-12-11,False
O002739,2024-04-27,C01291,P0002,1,0.2,1116.0331549388732,Online,Completed,48149.03,31099.07,38519.22,38519.22,31099.07,6304.1168450611285,2022-03-23,False
O002740,2023-08-10,C01920,P0022,2,0.15,175.8223333565997,Online,Completed,28566.38,16306.97,24281.42,48562.84,32613.94,15773.077666643398,2022-06-25,False
O002741,2023-06-01,C00188,P0035,2,0.05,893.4404078178171,Store,Completed,6233.16,4830.1,5921.5,11843.0,9660.2,1289.359592182182,2025-05-12,True
O002742,2024-10-05,C01499,P0009,1,0.1,813.1085306327531,Online,Completed,55010.92,39856.38,49509.83,49509.83,39856.38,8840.341469367251,2020-10-25,False
O002743,2024-09-17,C00208,P0017,1,0.05,441.9306267978604,Store,Completed,34379.77,24585.58,32660.78,32660.78,24585.58,7633.269373202137,2024-09-02,False
O002744,2023-08-05,C00074,P0014,3,0.05,1390.010601322337,Online,Cancelled,16307.91,8998.28,15492.51,46477.53,26994.840000000004,18092.679398677657,2020-08-04,False
O002745,2023-07-15,C00673,P0032,2,0.2,962.0480818030768,Online,Completed,24167.24,14201.94,19333.79,38667.58,28403.88,9301.651918196923,2022-05-23,False
O002746,2025-09-21,C01050,P0059,1,0.05,947.7403232164509,Online,Completed,3898.1,2349.12,3703.2,3703.2,2349.12,406.33967678354907,2022-07-11,False
O002747,2025-10-11,C00874,P0058,1,0.1,1478.095117438977,Online,Cancelled,2016.07,1486.71,1814.46,1814.46,1486.71,-1150.345117438977,2022-07-08,False
O002748,2024-10-08,C01794,P0036,2,0.15,1167.653426202835,Online,Completed,28469.37,21199.12,24198.96,48397.92,42398.24,4832.026573797166,2023-07-29,False
O002749,2024-12-08,C01882,P0033,1,0.1,703.0691945623466,Online,Completed,13342.59,8022.86,12008.33,12008.33,8022.86,3282.4008054376536,2023-08-26,False
O002750,2025-12-16,C00515,P0064,1,0.0,814.1092019998316,Online,Completed,2688.32,1554.26,2688.32,2688.32,1554.26,319.95079800016856,2025-11-23,False
O002751,2024-12-22,C01824,P0013,3,0.05,685.0118391060528,Online,Returned,51810.99,39926.78,49220.44,147661.32,119780.34,27195.968160893957,2023-08-20,False
O002752,2024-10-01,C00280,P0034,1,0.0,1392.5598347733273,Online,Completed,26712.82,17922.94,26712.82,26712.82,17922.94,7397.320165226673,2020-06-27,False
O002753,2023-04-16,C00760,P0005,2,0.15,1444.6339512801924,Online,Completed,32063.17,24460.1,27253.69,54507.38,48920.2,4142.546048719808,2022-05-17,False
O002754,2023-06-14,C00556,P0070,1,0.0,1337.7501553672307,Online,Completed,421.13,288.88,421.13,421.13,288.88,-1205.5001553672307,2022-07-08,False
O002755,2023-08-03,C01057,P0033,3,0.2,52.49087432822599,Online,Completed,13342.59,8022.86,10674.07,32022.21,24068.579999999998,7901.139125671775,2025-04-18,True
O002756,2025-12-30,C00291,P0005,1,0.0,1356.8871273173231,Online,Completed,32063.17,24460.1,32063.17,32063.17,24460.1,6246.182872682677,2021-06-18,False
O002757,2023-03-31,C00785,P0072,3,0.05,220.5299373220982,Online,Completed,774.85,529.21,736.11,2208.33,1587.63,400.1700626779016,2024-08-28,True
O002758,2025-05-23,C01623,P0018,2,0.0,799.5533113723035,Online,Completed,45603.07,29794.11,45603.07,91206.14,59588.22,30818.366688627695,2025-05-05,False
O002759,2024-08-30,C00742,P0018,1,0.1,156.22445884847815,Store,Completed,45603.07,29794.11,41042.76,41042.76,29794.11,11092.425541151524,2021-04-22,False
O002760,2023-12-15,C00083,P0026,2,0.1,600.87880201477,Store,Completed,9763.04,5837.13,8786.74,17573.48,11674.26,5298.341197985229,2024-10-21,True
O002761,2025-06-12,C02012,P0020,1,0.05,95.33497504957363,Online,Completed,8241.48,6253.13,7829.41,7829.41,6253.13,1480.9450249504262,2024-04-22,False
O002762,2023-09-03,C01162,P0004,2,0.05,1216.5953642695076,Store,Completed,42415.33,30150.61,40294.56,80589.12,60301.22,19071.304635730485,2022-12-01,False
O002763,2023-09-29,C00083,P0022,2,0.0,936.9731570800435,Online,Completed,28566.38,16306.97,28566.38,57132.76,32613.94,23581.84684291996,2024-10-21,True
O002764,2024-02-07,C01711,P0009,1,0.15,141.8411727656428,Store,Returned,55010.92,39856.38,46759.28,46759.28,39856.38,6761.058827234358,2023-03-08,False
O002765,2025-11-05,C00648,P0059,1,0.15,638.2776818735558,Online,Completed,3898.1,2349.12,3313.38,3313.38,2349.12,325.9823181264444,2023-10-17,False
O002766,2025-08-18,C00151,P0033,1,0.05,1258.4398664023818,Online,Completed,13342.59,8022.86,12675.46,12675.46,8022.86,3394.1601335976175,2024-05-24,False
O002767,2025-06-16,C00944,P0007,1,0.05,919.3700818392342,Online,Completed,33971.37,23910.3,32272.8,32272.8,23910.3,7443.129918160766,2020-11-21,False
O002768,2025-12-15,C01758,P0033,1,0.1,893.2094121416951,Online,Completed,13342.59,8022.86,12008.33,12008.33,8022.86,3092.2605878583054,2024-02-12,False
O002769,2023-10-11,C00860,P0066,1,0.1,718.2171979020103,Store,Completed,1482.61,1004.14,1334.35,1334.35,1004.14,-388.0071979020104,2025-02-03,True
O002770,2024-05-31,C02367,P0072,1,0.15,738.6781121617595,Store,Completed,774.85,529.21,658.62,658.62,529.21,-609.2681121617595,2024-06-28,True
O002771,2024-09-09,C01869,P0059,1,0.0,1347.7434683811864,Online,Completed,3898.1,2349.12,3898.1,3898.1,2349.12,201.23653161881361,2025-03-03,True
O002772,2024-09-03,C00115,P0035,1,0.1,917.6662059781225,Store,Completed,6233.16,4830.1,5609.84,5609.84,4830.1,-137.92620597812277,2021-01-13,False
O002773,2025-01-19,C00726,P0032,4,0.15,1364.7123379083457,Online,Completed,24167.24,14201.94,20542.15,82168.6,56807.76,23996.127662091658,2023-03-19,False
O002774,2024-02-04,C01551,P0001,1,0.05,1194.8342880055045,Online,Completed,76307.73,44819.33,72492.34,72492.34,44819.33,26478.17571199449,2021-09-08,False
O002775,2023-03-27,C01108,P0052,2,0.05,1173.119083601664,Store,Completed,5049.2,3111.34,4796.74,9593.48,6222.68,2197.6809163983353,2023-12-15,True
O002776,2023-11-16,C00887,P0035,1,0.1,1223.7549595220619,Online,Completed,6233.16,4830.1,5609.84,5609.84,4830.1,-444.0149595220621,2020-04-12,False
O002777,2025-11-21,C00810,P0040,1,0.0,1309.3074986468903,Online,Completed,19597.45,13150.79,19597.45,19597.45,13150.79,5137.35250135311,2022-12-16,False
O002778,2023-12-02,C02202,P0044,3,0.1,194.1521280576271,Online,Completed,6632.18,4664.75,5968.96,17906.88,13994.25,3718.477871942374,2022-09-21,False
O002779,2023-02-20,C01841,P0039,1,0.1,358.9019534224576,Online,Completed,15201.43,10476.48,13681.29,13681.29,10476.48,2845.9080465775437,2020-10-10,False
O002780,2023-06-23,C00253,P0020,4,0.1,617.2514870566764,Online,Completed,8241.48,6253.13,7417.33,29669.32,25012.52,4039.5485129433227,2021-06-19,False
O002781,2024-05-15,C02496,P0003,2,0.1,691.140694405186,Store,Returned,46962.97,29587.37,42266.67,84533.34,59174.74,24667.459305594813,2025-07-17,True
O002782,2023-03-17,C01297,P0053,2,0.15,129.49398991567512,Online,Completed,19337.72,12777.59,16437.06,32874.12,25555.18,7189.446010084327,2025-08-18,True
O002783,2023-11-12,C00825,P0012,5,0.0,607.9423564085979,Store,Completed,35152.21,19746.44,35152.21,175761.05,98732.2,76420.90764359139,2023-12-30,True
O002784,2024-11-27,C00507,P0008,3,0.1,828.5673458480027,Store,Completed,41776.53,28887.3,37598.88,112796.63999999998,86661.9,25306.17265415199,2025-04-20,True
O002785,2025-10-06,C02180,P0064,1,0.15,1354.825644628886,Online,Completed,2688.32,1554.26,2285.07,2285.07,1554.26,-624.0156446288859,2023-03-13,False
O002786,2025-01-01,C01735,P0041,2,0.15,527.873588839707,Store,Completed,17041.87,10693.12,14485.59,28971.18,21386.24,7057.066411160292,2022-12-28,False
O002787,2025-12-30,C00351,P0011,3,0.05,1146.12876241064,Online,Cancelled,76595.54,51662.71,72765.76,218297.27999999997,154988.13,62163.021237589324,2020-10-10,False
O002788,2025-08-26,C01107,P0026,1,0.05,1340.4505894026017,Online,Completed,9763.04,5837.13,9274.89,9274.89,5837.13,2097.309410597398,2023-07-04,False
O002789,2025-05-03,C01988,P0038,2,0.1,462.64643650536067,Online,Completed,11946.05,6792.61,10751.44,21502.88,13585.22,7455.013563494641,2020-04-08,False
O002790,2024-10-27,C00818,P0005,1,0.1,826.1906031593734,Online,Cancelled,32063.17,24460.1,28856.85,28856.85,24460.1,3570.5593968406265,2021-07-05,False
O002791,2024-10-13,C02174,P0032,1,0.05,1012.7671733719274,Online,Completed,24167.24,14201.94,22958.88,22958.88,14201.94,7744.172826628073,2024-02-17,False
O002792,2025-12-30,C00835,P0069,5,0.15,850.3177158855198,Online,Completed,728.09,572.9,618.88,3094.4,2864.5,-620.4177158855197,2023-09-07,False
O002793,2023-02-15,C01988,P0015,2,0.1,447.38266524735315,Store,Completed,68260.89,49534.02,61434.8,122869.6,99068.04,23354.177334752658,2020-04-08,False
O002794,2025-12-06,C00896,P0061,2,0.1,700.1036876799743,Store,Completed,2023.64,1366.93,1821.28,3642.56,2733.86,208.5963123200255,2024-02-11,False
O002795,2023-05-29,C02153,P0052,1,0.05,71.71347815526273,Online,Returned,5049.2,3111.34,4796.74,4796.74,3111.34,1613.686521844737,2020-05-18,False
O002796,2025-06-28,C00063,P0028,1,0.0,1344.8946664853295,Online,Completed,17868.64,13368.71,17868.64,17868.64,13368.71,3155.035333514671,2021-08-16,False
O002797,2024-03-31,C00751,P0019,4,0.15,760.7902895518777,Store,Completed,14773.27,10973.74,12557.28,50229.12,43894.96,5573.369710448126,2020-07-25,False
O002798,2025-05-26,C00026,P0054,2,0.05,826.2751261197088,Online,Completed,4391.07,3392.34,4171.52,8343.04,6784.68,732.0848738802918,2021-09-14,False
O002799,2025-08-23,C00001,P0015,1,0.05,1428.9444192419546,Store,Completed,68260.89,49534.02,64847.85,64847.85,49534.02,13884.885580758048,2025-03-02,False
O002800,2025-05-18,C02142,P0013,1,0.0,1213.5866065027426,Online,Completed,51810.99,39926.78,51810.99,51810.99,39926.78,10670.623393497257,2020-12-24,False
O002801,2025-07-17,C02500,P0023,2,0.1,685.5747912768493,Online,Returned,18652.9,11870.8,16787.61,33575.22,23741.6,9148.045208723153,2021-01-16,False
O002802,2025-10-20,C01938,P0062,1,0.1,318.4656191228101,Online,Completed,2623.68,1558.73,2361.31,2361.31,1558.73,484.11438087718983,2020-01-22,False
O002803,2025-09-27,C01702,P0025,1,0.05,901.0505014086316,Store,Completed,13173.89,8040.17,12515.2,12515.2,8040.17,3573.979498591369,2021-01-22,False
O002804,2025-02-12,C00298,P0032,1,0.05,1146.6700367238948,Store,Completed,24167.24,14201.94,22958.88,22958.88,14201.94,7610.269963276106,2021-08-30,False
O002805,2023-09-01,C01985,P0021,3,0.15,715.5035182723777,Online,Completed,11186.62,6592.76,9508.63,28525.89,19778.28,8032.106481727623,2021-10-29,False
O002806,2024-04-18,C02302,P0001,2,0.1,555.3991877594676,Online,Completed,76307.73,44819.33,68676.96,137353.92,89638.66,47159.86081224054,2023-08-01,False
O002807,2024-01-17,C01595,P0028,1,0.05,1204.2183039717706,Online,Completed,17868.64,13368.71,16975.21,16975.21,13368.71,2402.2816960282294,2024-05-31,True
O002808,2024-05-03,C00209,P0012,1,0.1,65.66050727068921,Store,Completed,35152.21,19746.44,31636.99,31636.99,19746.44,11824.889492729313,2025-10-07,True
O002809,2025-11-26,C01482,P0020,2,0.2,157.4109640511282,Store,Completed,8241.48,6253.13,6593.18,13186.36,12506.26,522.6890359488722,2025-09-07,False
O002810,2024-02-01,C00907,P0051,2,0.25,1021.6352729539992,Online,Completed,21937.67,15735.09,16453.25,32906.5,31470.18,414.6847270460005,2023-11-22,False
O002811,2023-10-23,C00284,P0026,1,0.0,182.87597318119535,Online,Completed,9763.04,5837.13,9763.04,9763.04,5837.13,3743.0340268188056,2021-05-06,False
O002812,2023-04-17,C00350,P0043,1,0.05,980.7961996169756,Store,Completed,21218.15,12925.21,20157.24,20157.24,12925.21,6251.233800383026,2021-10-28,False
O002813,2025-05-09,C01357,P0050,1,0.05,255.03431228892475,Store,Completed,12599.98,7440.87,11969.98,11969.98,7440.87,4274.075687711075,2023-02-03,False
O002814,2025-08-11,C02013,P0028,1,0.2,1155.417037748461,Store,Completed,17868.64,13368.71,14294.91,14294.91,13368.71,-229.21703774846037,2021-09-08,False
O002815,2024-06-13,C01774,P0026,1,0.2,502.4814379676232,Store,Completed,9763.04,5837.13,7810.43,7810.43,5837.13,1470.818562032377,2022-04-23,False
O002816,2025-07-22,C01352,P0025,1,0.05,550.1449072070568,Online,Completed,13173.89,8040.17,12515.2,12515.2,8040.17,3924.885092792944,2020-05-09,False
O002817,2023-10-15,C01318,P0031,4,0.05,167.66516662474538,Online,Returned,25575.2,17504.26,24296.44,97185.76,70017.04,27001.054833375256,2021-04-05,False
O002818,2024-12-06,C01518,P0018,1,0.1,123.4818293699898,Store,Completed,45603.07,29794.11,41042.76,41042.76,29794.11,11125.168170630011,2022-04-12,False
O002819,2023-08-03,C00184,P0040,1,0.0,882.8128265151436,Online,Cancelled,19597.45,13150.79,19597.45,19597.45,13150.79,5563.847173484856,2022-04-27,False
O002820,2025-01-01,C02031,P0067,1,0.05,397.77872851758,Online,Completed,3630.57,2847.91,3449.04,3449.04,2847.91,203.3512714824201,2023-09-03,False
O002821,2023-12-10,C00212,P0063,1,0.15,123.9200343850513,Online,Completed,3877.55,3036.56,3295.92,3295.92,3036.56,135.43996561494885,2023-02-02,False
O002822,2023-07-13,C01275,P0011,5,0.15,478.94703735307456,Store,Completed,76595.54,51662.71,65106.21,325531.05,258313.55,66738.55296264692,2025-06-26,True
O002823,2023-06-07,C00167,P0027,2,0.2,1464.8662799870544,Online,Completed,26372.42,16854.64,21097.94,42195.88,33709.28,7021.733720012944,2024-01-09,True
O002824,2024-04-09,C01872,P0037,2,0.15,74.71544841212749,Online,Returned,2788.85,1641.83,2370.52,4741.04,3283.66,1382.6645515878727,2023-02-24,False
O002825,2023-04-14,C01186,P0012,1,0.0,1296.5253480787637,Store,Completed,35152.21,19746.44,35152.21,35152.21,19746.44,14109.244651921237,2025-04-04,True
O002826,2023-02-03,C00875,P0028,3,0.05,1345.175848608236,Online,Completed,17868.64,13368.71,16975.21,50925.63,40106.13,9474.324151391764,2024-09-19,True
O002827,2024-09-30,C01443,P0006,4,0.1,515.6158889477538,Store,Completed,46399.31,28017.75,41759.38,167037.52,112071.0,54450.90411105224,2024-04-10,False
O002828,2023-11-21,C01654,P0070,2,0.05,868.8754117742449,Online,Completed,421.13,288.88,400.07,800.14,577.76,-646.4954117742449,2024-07-30,True
O002829,2024-11-21,C00407,P0044,1,0.1,255.6201773335952,Store,Completed,6632.18,4664.75,5968.96,5968.96,4664.75,1048.5898226664049,2024-02-12,False
O002830,2024-08-14,C02486,P0047,1,0.0,980.255321949366,Online,Completed,20500.61,14824.88,20500.61,20500.61,14824.88,4695.474678050636,2021-10-29,False
O002831,2023-05-21,C00405,P0036,1,0.25,1438.4141823041334,Online,Completed,28469.37,21199.12,21352.03,21352.03,21199.12,-1285.5041823041336,2020-06-02,False
O002832,2024-04-18,C00275,P0044,1,0.25,548.6983833647921,Online,Cancelled,6632.18,4664.75,4974.14,4974.14,4664.75,-239.30838336479178,2025-03-25,True
O002833,2025-11-20,C01439,P0069,2,0.0,814.8052297337784,Online,Completed,728.09,572.9,728.09,1456.18,1145.8,-504.42522973377834,2025-05-02,False
O002834,2025-06-02,C02160,P0023,1,0.0,492.8758016351458,Online,Completed,18652.9,11870.8,18652.9,18652.9,11870.8,6289.224198364856,2024-01-02,False
O002835,2023-03-04,C00792,P0023,2,0.1,705.9756199421182,Store,Completed,18652.9,11870.8,16787.61,33575.22,23741.6,9127.644380057884,2020-09-18,False
O002836,2023-10-31,C02350,P0035,4,0.0,685.2767252855876,Online,Completed,6233.16,4830.1,6233.16,24932.64,19320.4,4926.9632747144105,2023-01-10,False
O002837,2025-12-20,C00136,P0069,1,0.0,1093.5762200275994,Online,Returned,728.09,572.9,728.09,728.09,572.9,-938.3862200275994,2021-01-06,False
O002838,2024-01-31,C00333,P0061,2,0.05,1216.7809526619678,Store,Completed,2023.64,1366.93,1922.46,3844.92,2733.86,-105.72095266196789,2021-09-08,False
O002839,2023-11-30,C01027,P0038,1,0.25,1294.9649394151854,Store,Completed,11946.05,6792.61,8959.54,8959.54,6792.61,871.9650605848158,2020-02-18,False
O002840,2025-02-24,C01536,P0052,2,0.2,387.11115556340377,Online,Completed,5049.2,3111.34,4039.36,8078.72,6222.68,1468.9288444365961,2021-01-27,False
O002841,2024-02-15,C02125,P0002,1,0.2,409.14746004177056,Store,Completed,48149.03,31099.07,38519.22,38519.22,31099.07,7011.002539958231,2025-04-05,True
O002842,2023-10-11,C02233,P0019,1,0.0,1481.3307653828379,Online,Completed,14773.27,10973.74,14773.27,14773.27,10973.74,2318.199234617163,2023-09-01,False
O002843,2024-04-10,C01187,P0063,1,0.0,1296.585337987667,Online,Completed,3877.55,3036.56,3877.55,3877.55,3036.56,-455.59533798766665,2025-12-04,True
O002844,2023-03-21,C01045,P0067,2,0.0,770.3133342481835,Online,Completed,3630.57,2847.91,3630.57,7261.14,5695.82,795.0066657518171,2025-04-16,True
O002845,2025-02-22,C01602,P0023,2,0.1,1479.2425738464947,Store,Completed,18652.9,11870.8,16787.61,33575.22,23741.6,8354.377426153507,2023-08-21,False
O002846,2025-01-02,C00953,P0026,1,0.05,255.80081549858278,Store,Completed,9763.04,5837.13,9274.89,9274.89,5837.13,3181.9591845014165,2023-07-16,False
O002847,2023-03-18,C02347,P0030,3,0.2,1481.4047672483075,Online,Returned,21001.14,14631.33,16800.91,50402.729999999996,43893.99,5027.3352327516905,2021-01-15,False
O002848,2024-05-23,C01987,P0019,3,0.1,417.5850544344731,Store,Completed,14773.27,10973.74,13295.94,39887.82,32921.22,6549.0149455655255,2023-10-26,False
O002849,2025-10-29,C00472,P0039,1,0.25,1399.0918899774006,Online,Completed,15201.43,10476.48,11401.07,11401.07,10476.48,-474.5018899774004,2020-06-28,False
O002850,2024-04-06,C02458,P0028,1,0.2,724.1074511655949,Online,Completed,17868.64,13368.71,14294.91,14294.91,13368.71,202.09254883440587,2022-04-29,False
O002851,2023-09-02,C00165,P0061,2,0.1,729.1215152903715,Store,Completed,2023.64,1366.93,1821.28,3642.56,2733.86,179.57848470962836,2022-10-21,False
O002852,2023-05-02,C01992,P0048,3,0.15,211.7324872729553,Online,Completed,4817.07,3708.5,4094.51,12283.53,11125.5,946.2975127270454,2020-03-02,False
O002853,2023-07-04,C01740,P0013,1,0.0,1355.2998376130868,Online,Returned,51810.99,39926.78,51810.99,51810.99,39926.78,10528.910162386912,2021-06-04,False
O002854,2023-02-01,C00164,P0011,5,0.2,1278.5697768982864,Store,Completed,76595.54,51662.71,61276.43,306382.15,258313.55,46790.03022310175,2022-01-22,False
O002855,2025-09-24,C00104,P0040,5,0.15,879.9999444974228,Online,Completed,19597.45,13150.79,16657.83,83289.15000000001,65753.95000000001,16655.200055502573,2025-03-09,False
O002856,2025-01-31,C00596,P0051,1,0.05,449.6416550650559,Store,Cancelled,21937.67,15735.09,20840.79,20840.79,15735.09,4656.058344934945,2025-11-05,True
O002857,2024-07-22,C00120,P0070,2,0.15,884.8199014270962,Online,Completed,421.13,288.88,357.96,715.92,577.76,-746.6599014270962,2024-10-20,True
O002858,2023-11-06,C02307,P0030,1,0.1,877.1157811379992,Online,Completed,21001.14,14631.33,18901.03,18901.03,14631.33,3392.584218862,2021-12-16,False
O002859,2025-04-09,C01128,P0030,1,0.0,669.1474908309605,Online,Completed,21001.14,14631.33,21001.14,21001.14,14631.33,5700.662509169039,2022-10-10,False
O002860,2025-09-18,C00364,P0054,2,0.25,272.1427410758803,Online,Completed,4391.07,3392.34,3293.3,6586.6,6784.68,-470.2227410758802,2020-02-10,False
O002861,2025-12-15,C01570,P0007,2,0.05,103.0437249271246,Online,Completed,33971.37,23910.3,32272.8,64545.6,47820.6,16621.956275072876,2020-01-13,False
O002862,2025-03-01,C00369,P0067,1,0.1,495.18184919375324,Online,Completed,3630.57,2847.91,3267.51,3267.51,2847.91,-75.58184919375287,2021-12-28,False
