order_id,order_date,customer_id,product_id,quantity,discount_pct,shipping_cost,sales_channel,order_status,base_price,unit_cost,unit_price,revenue,product_cost,profit
O007971,2025-04-08,C00563,P0032,1,0.05,1071.0594478130774,Store,Completed,24167.24,14201.94,22958.88,22958.88,14201.94,7685.88
O007972,2023-03-21,C02365,P0009,1,0.1,732.7280350357545,Online,Completed,55010.92,39856.38,49509.83,49509.83,39856.38,8920.72
O007973,2024-04-18,C01843,P0016,3,0.1,1385.7817694662544,Store,Completed,77138.7,54809.17,69424.83,208274.49,164427.51,42461.2
O007974,2024-01-12,C00020,P0038,1,0.1,783.0062576833557,Online,Completed,11946.05,6792.61,10751.44,10751.44,6792.61,3175.82
O007975,2025-07-07,C00542,P0019,1,0.0,1013.9333129841311,Online,Completed,14773.27,10973.74,14773.27,14773.27,10973.74,2785.6
O007976,2023-11-29,C01324,P0036,1,0.1,1173.4784094617157,Online,Completed,28469.37,21199.12,25622.43,25622.43,21199.12,3249.83
O007977,2024-03-16,C01766,P0011,5,0.1,910.4379055918954,Online,Completed,76595.54,51662.71,68935.99,344679.95,258313.55,85455.96
O007978,2023-05-06,C02453,P0063,3,0.1,351.73246004077527,Online,Completed,3877.55,3036.56,3489.8,10469.4,9109.68,1007.99
O007979,2023-08-07,C02160,P0043,2,0.15,207.90310306762333,Online,Completed,21218.15,12925.21,18035.43,36070.86,25850.42,10012.54
O007980,2025-08-05,C01315,P0033,1,0.1,238.83159947836606,Store,Completed,13342.59,8022.86,12008.33,12008.33,8022.86,3746.64
O007981,2023-10-05,C01946,P0049,1,0.15,367.89367264280475,Online,Completed,3620.6,2285.05,3077.51,3077.51,2285.05,424.57
O007982,2024-08-17,C02427,P0051,1,0.2,503.6461421492841,Online,Completed,21937.67,15735.09,17550.14,17550.14,15735.09,1311.4
O007983,2025-07-23,C00940,P0050,1,0.0,1271.6688143488466,Store,Returned,12599.98,7440.87,12599.98,12599.98,7440.87,3887.44
O007984,2023-05-21,C00238,P0024,4,0.05,567.7289264167471,Store,Completed,4047.59,3002.06,3845.21,15380.84,12008.24,2804.87
O007985,2025-04-25,C00644,P0021,2,0.0,237.9953594614753,Online,Completed,11186.62,6592.76,11186.62,22373.24,13185.52,8949.72
O007986,2025-10-04,C02378,P0026,2,0.0,335.64044521566956,Online,Completed,9763.04,5837.13,9763.04,19526.08,11674.26,7516.18
O007987,2025-05-26,C00185,P0019,2,0.05,898.6631046289067,Online,Completed,14773.27,10973.74,14034.61,28069.22,21947.48,5223.08
O007988,2023-04-20,C01831,P0067,3,0.25,548.9683595869963,Store,Cancelled,3630.57,2847.91,2722.93,8168.79,8543.73,-923.91
O007989,2025-12-11,C01786,P0066,1,0.05,608.6666418928618,Online,Completed,1482.61,1004.14,1408.48,1408.48,1004.14,-204.33
O007990,2024-09-04,C01449,P0041,1,0.1,568.0599705187288,Online,Completed,17041.87,10693.12,15337.68,15337.68,10693.12,4076.5
O007991,2024-12-13,C00482,P0064,2,0.2,745.7394161009935,Store,Completed,2688.32,1554.26,2150.66,4301.32,3108.52,447.06
O007992,2025-03-06,C01382,P0033,1,0.0,849.9719849614349,Store,Completed,13342.59,8022.86,13342.59,13342.59,8022.86,4469.76
O007993,2024-12-29,C00362,P0032,2,0.0,875.7942859355543,Online,Completed,24167.24,14201.94,24167.24,48334.48,28403.88,19054.81
O007994,2025-12-05,C01060,P0025,5,0.05,885.4520097163884,Online,Completed,13173.89,8040.17,12515.2,62576.0,40200.85,21489.7
O007995,2024-05-19,C00516,P0060,1,0.1,228.94200916671775,Online,Completed,3944.4,2929.93,3549.96,3549.96,2929.93,391.09
O007996,2025-11-06,C01770,P0003,3,0.1,1207.7521034319877,Online,Completed,46962.97,29587.37,42266.67,126800.01,88762.11,36830.15
O007997,2023-11-11,C00330,P0051,1,0.05,176.73391698543372,Store,Completed,21937.67,15735.09,20840.79,20840.79,15735.09,4928.97
O007998,2023-03-18,C02317,P0007,2,0.2,482.5410774607793,Store,Completed,33971.37,23910.3,27177.1,54354.2,47820.6,6051.06
O007999,2025-09-04,C01543,P0061,1,0.0,1448.9377585516772,Online,Completed,2023.64,1366.93,2023.64,2023.64,1366.93,-792.23
O008000,2025-06-17,C00955,P0025,1,0.2,1484.9776063044496,Online,Completed,13173.89,8040.17,10539.11,10539.11,8040.17,1013.96
O008001,2025-11-13,C02426,P0008,2,0.0,728.0669921750878,Online,Completed,41776.53,28887.3,41776.53,83553.06,57774.6,25050.39
O008002,2024-12-12,C00293,P0025,3,0.1,910.1768699698886,Store,Completed,13173.89,8040.17,11856.5,35569.5,24120.51,10538.81
O008003,2025-11-24,C01935,P0063,1,0.1,1487.870759613442,Online,Completed,3877.55,3036.56,3489.8,3489.8,3036.56,-1034.63
O008004,2025-05-03,C01310,P0032,2,0.2,780.9479692558974,Online,Completed,24167.24,14201.94,19333.79,38667.58,28403.88,9482.75
O008005,2024-12-09,C00360,P0032,5,0.05,938.3451187158536,Store,Completed,24167.24,14201.94,22958.88,114794.4,71009.7,42846.35
O008006,2023-09-22,C01610,P0053,1,0.2,461.2733849415118,Online,Completed,19337.72,12777.59,15470.18,15470.18,12777.59,2231.32
O008007,2023-11-29,C01361,P0025,1,0.25,792.3753146315269,Online,Completed,13173.89,8040.17,9880.42,9880.42,8040.17,1047.87
O008008,2023-07-07,C00624,P0026,1,0.25,145.56519018274736,Online,Completed,9763.04,5837.13,7322.28,7322.28,5837.13,1339.58
O008009,2025-12-22,C01566,P0008,4,0.1,1275.0218729727899,Store,Completed,41776.53,28887.3,37598.88,150395.52,115549.2,33571.3
O008010,2025-03-30,C01921,P0069,1,0.0,986.564330595855,Online,Completed,728.09,572.9,728.09,728.09,572.9,-831.37
O008011,2023-10-26,C01512,P0002,1,0.1,74.54613234771979,Store,Completed,48149.03,31099.07,43334.13,43334.13,31099.07,12160.51
O008012,2023-07-20,C02392,P0019,3,0.15,62.93411386505303,Online,Completed,14773.27,10973.74,12557.28,37671.84,32921.22,4687.69
O008013,2023-09-29,C01254,P0067,4,0.05,1221.5817884312146,Online,Completed,3630.57,2847.91,3449.04,13796.16,11391.64,1182.94
O008014,2024-06-18,C00618,P0070,2,0.15,1394.3603183762568,Online,Completed,421.13,288.88,357.96,715.92,577.76,-1256.2
O008015,2023-01-31,C01824,P0008,1,0.1,598.098697259981,Online,Completed,41776.53,28887.3,37598.88,37598.88,28887.3,8113.48
O008016,2023-03-10,C00575,P0059,1,0.1,249.41235604980878,Store,Completed,3898.1,2349.12,3508.29,3508.29,2349.12,909.76
O008017,2025-06-01,C02002,P0005,2,0.05,1300.8626019738326,Online,Returned,32063.17,24460.1,30460.01,60920.02,48920.2,10698.96
O008018,2025-08-18,C00397,P0031,4,0.1,810.1513340170139,Store,Completed,25575.2,17504.26,23017.68,92070.72,70017.04,21243.53
O008019,2025-04-06,C02469,P0013,4,0.05,306.16464009206777,Store,Completed,51810.99,39926.78,49220.44,196881.76,159707.12,36868.48
O008020,2025-07-12,C01580,P0001,1,0.1,1480.3181994576655,Online,Completed,76307.73,44819.33,68676.96,68676.96,44819.33,22377.31
O008021,2025-09-10,C00402,P0046,1,0.0,516.0560092640673,Store,Completed,23120.56,13821.92,23120.56,23120.56,13821.92,8782.58
O008022,2024-04-25,C01512,P0004,1,0.15,899.3744413093165,Store,Completed,42415.33,30150.61,36053.03,36053.03,30150.61,5003.05
O008023,2023-10-20,C02094,P0020,1,0.1,188.825102486604,Store,Completed,8241.48,6253.13,7417.33,7417.33,6253.13,975.37
O008024,2023-03-27,C00687,P0032,1,0.15,646.2657930428286,Store,Cancelled,24167.24,14201.94,20542.15,20542.15,14201.94,5693.94
O008025,2025-11-05,C00154,P0003,2,0.25,921.8213580259574,Online,Completed,46962.97,29587.37,35222.23,70444.46,59174.74,10347.9
O008026,2024-12-28,C00261,P0052,1,0.05,1470.4222452713198,Online,Returned,5049.2,3111.34,4796.74,4796.74,3111.34,214.98
O008027,2024-09-19,C02335,P0011,3,0.15,669.7676961245043,Store,Completed,76595.54,51662.71,65106.21,195318.63,154988.13,39660.73
O008028,2023-04-28,C02033,P0009,1,0.05,274.5872014144627,Online,Completed,55010.92,39856.38,52260.37,52260.37,39856.38,12129.4
O008029,2023-09-27,C01777,P0057,2,0.05,845.848451357936,Store,Completed,2399.62,1477.21,2279.64,4559.28,2954.42,759.01
O008030,2025-09-05,C01355,P0062,2,0.1,556.5595483702725,Store,Returned,2623.68,1558.73,2361.31,4722.62,3117.46,1048.6
O008031,2025-05-04,C00639,P0056,2,0.25,948.9509190929605,Online,Completed,3220.25,2334.13,2415.19,4830.38,4668.26,-786.83
O008032,2023-06-11,C01293,P0051,1,0.25,1185.813149375693,Store,Completed,21937.67,15735.09,16453.25,16453.25,15735.09,-467.65
O008033,2024-11-30,C00157,P0002,1,0.2,61.603638113212924,Online,Completed,48149.03,31099.07,38519.22,38519.22,31099.07,7358.55
O008034,2023-06-16,C00614,P0015,1,0.1,558.096871987621,Store,Completed,68260.89,49534.02,61434.8,61434.8,49534.02,11342.68
O008035,2023-10-27,C02477,P0069,2,0.1,574.5228604952529,Online,Completed,728.09,572.9,655.28,1310.56,1145.8,-409.76
O008036,2023-01-28,C01909,P0039,2,0.0,791.2185277388671,Online,Completed,15201.43,10476.48,15201.43,30402.86,20952.96,8658.68
O008037,2024-07-15,C00982,P0034,1,0.0,1114.7190399732956,Online,Completed,26712.82,17922.94,26712.82,26712.82,17922.94,7675.16
O008038,2025-06-01,C01276,P0043,2,0.05,834.9651318231682,Online,Returned,21218.15,12925.21,20157.24,40314.48,25850.42,13629.09
O008039,2023-06-05,C00267,P0066,3,0.05,846.2100015082963,Store,Completed,1482.61,1004.14,1408.48,4225.44,3012.42,366.81
O008040,2024-10-13,C00059,P0045,1,0.2,892.9948071874536,Store,Completed,2648.4,2040.25,2118.72,2118.72,2040.25,-814.52
O008041,2025-03-31,C00617,P0027,2,0.1,920.7202727412088,Online,Completed,26372.42,16854.64,23735.18,47470.36,33709.28,12840.36
O008042,2024-07-14,C01805,P0067,1,0.05,129.2903710235066,Online,Completed,3630.57,2847.91,3449.04,3449.04,2847.91,471.84
O008043,2025-12-21,C01583,P0062,1,0.0,1090.1470819100527,Online,Completed,2623.68,1558.73,2623.68,2623.68,1558.73,-25.2
O008044,2023-11-08,C02219,P0064,1,0.15,249.39752621492653,Store,Completed,2688.32,1554.26,2285.07,2285.07,1554.26,481.41
O008045,2024-01-11,C01688,P0002,2,0.0,254.65010912277123,Online,Completed,48149.03,31099.07,48149.03,96298.06,62198.14,33845.27
O008046,2023-05-30,C01712,P0028,1,0.15,1122.3125409134627,Online,Completed,17868.64,13368.71,15188.34,15188.34,13368.71,697.32
O008047,2024-08-07,C01343,P0041,2,0.0,950.463764380996,Online,Completed,17041.87,10693.12,17041.87,34083.74,21386.24,11747.04
O008048,2024-08-03,C00657,P0052,1,0.1,219.509058968325,Online,Returned,5049.2,3111.34,4544.28,4544.28,3111.34,1213.43
O008049,2025-09-03,C00837,P0014,2,0.05,1355.1995249613624,Online,Completed,16307.91,8998.28,15492.51,30985.02,17996.56,11633.26
O008050,2023-06-26,C01024,P0061,3,0.2,1212.4902362075275,Store,Completed,2023.64,1366.93,1618.91,4856.73,4100.79,-456.55
O008051,2023-12-20,C00734,P0050,4,0.25,830.3019255155648,Online,Completed,12599.98,7440.87,9449.98,37799.92,29763.48,7206.14
O008052,2024-05-28,C00398,P0013,3,0.15,793.671213975567,Online,Cancelled,51810.99,39926.78,44039.34,132118.02,119780.34,11544.01
O008053,2023-11-05,C00969,P0068,2,0.1,1027.6361605848801,Store,Completed,831.51,520.17,748.36,1496.72,1040.34,-571.26
O008054,2023-04-29,C00462,P0019,3,0.1,465.5062518789413,Online,Completed,14773.27,10973.74,13295.94,39887.82,32921.22,6501.09
O008055,2025-02-05,C00138,P0036,2,0.05,1056.1633261021295,Online,Completed,28469.37,21199.12,27045.9,54091.8,42398.24,10637.4
O008056,2025-09-22,C00762,P0070,1,0.1,1237.390458590083,Online,Completed,421.13,288.88,379.02,379.02,288.88,-1147.25
O008057,2025-08-30,C02198,P0012,3,0.1,163.93077317030205,Online,Completed,35152.21,19746.44,31636.99,94910.97,59239.32,35507.72
O008058,2025-07-04,C00863,P0013,1,0.2,218.86766476834674,Online,Completed,51810.99,39926.78,41448.79,41448.79,39926.78,1303.14
O008059,2024-04-22,C00781,P0024,3,0.1,682.9088332408743,Online,Completed,4047.59,3002.06,3642.83,10928.49,9006.18,1239.4
O008060,2024-08-09,C00593,P0046,4,0.2,1028.5225275031617,Online,Completed,23120.56,13821.92,18496.45,73985.8,55287.68,17669.6
O008061,2023-12-17,C01601,P0015,4,0.05,530.7164376441815,Online,Completed,68260.89,49534.02,64847.85,259391.4,198136.08,60724.6
O008062,2023-07-14,C02348,P0046,5,0.1,651.0338638358133,Online,Returned,23120.56,13821.92,20808.5,104042.5,69109.6,34281.87
O008063,2024-05-10,C01447,P0035,1,0.2,680.42172196246,Online,Completed,6233.16,4830.1,4986.53,4986.53,4830.1,-523.99
O008064,2024-05-29,C01443,P0018,1,0.15,676.9947948644947,Store,Completed,45603.07,29794.11,38762.61,38762.61,29794.11,8291.51
O008065,2024-11-26,C01337,P0022,1,0.2,1132.8714269557,Online,Completed,28566.38,16306.97,22853.1,22853.1,16306.97,5413.26
O008066,2023-09-30,C01302,P0025,1,0.0,566.7742712496084,Online,Completed,13173.89,8040.17,13173.89,13173.89,8040.17,4566.95
O008067,2025-05-29,C00802,P0024,1,0.05,1353.8301702337296,Online,Completed,4047.59,3002.06,3845.21,3845.21,3002.06,-510.68
O008068,2023-02-21,C02358,P0006,1,0.05,389.6995459124419,Online,Completed,46399.31,28017.75,44079.34,44079.34,28017.75,15671.89
O008069,2023-09-20,C00574,P0036,3,0.15,1401.1448924188417,Online,Completed,28469.37,21199.12,24198.96,72596.88,63597.36,7598.38
O008070,2023-05-13,C00596,P0010,2,0.05,231.19132929493446,Online,Cancelled,56479.09,32881.48,53655.14,107310.28,65762.96,41316.13
O008071,2025-09-20,C02048,P0012,3,0.0,817.6568204065101,Online,Completed,35152.21,19746.44,35152.21,105456.63,59239.32,45399.65
O008072,2023-11-06,C00027,P0069,1,0.05,367.7261885290487,Online,Completed,728.09,572.9,691.69,691.69,572.9,-248.94
O008073,2023-01-16,C02429,P0020,1,0.0,1256.692148849032,Online,Completed,8241.48,6253.13,8241.48,8241.48,6253.13,731.66
O008074,2023-07-14,C01344,P0037,1,0.15,1341.6442601208616,Online,Returned,2788.85,1641.83,2370.52,2370.52,1641.83,-612.95
O008075,2023-10-30,C00131,P0018,5,0.05,694.8821110180754,Store,Completed,45603.07,29794.11,43322.92,216614.6,148970.55,66949.17
O008076,2025-12-07,C01547,P0041,1,0.1,586.4891713655553,Online,Completed,17041.87,10693.12,15337.68,15337.68,10693.12,4058.07
O008077,2025-04-11,C02333,P0012,1,0.05,123.98919865295431,Online,Completed,35152.21,19746.44,33394.6,33394.6,19746.44,13524.17
O008078,2024-07-15,C01221,P0069,3,0.2,711.7808034645507,Online,Returned,728.09,572.9,582.47,1747.41,1718.7,-683.07
O008079,2023-02-10,C00737,P0064,3,0.05,50.52788557790247,Online,Completed,2688.32,1554.26,2553.9,7661.7,4662.78,2948.39
O008080,2024-06-17,C01299,P0030,4,0.1,845.6574433888891,Online,Completed,21001.14,14631.33,18901.03,75604.12,58525.32,16233.14
O008081,2024-01-06,C01092,P0017,3,0.1,1294.443089620074,Store,Completed,34379.77,24585.58,30941.79,92825.37,73756.74,17774.19
O008082,2024-05-31,C00233,P0035,1,0.1,1320.552260280541,Online,Completed,6233.16,4830.1,5609.84,5609.84,4830.1,-540.81
O008083,2024-10-18,C00222,P0040,1,0.05,593.2422966619455,Online,Completed,19597.45,13150.79,18617.58,18617.58,13150.79,4873.55
O008084,2024-08-12,C00453,P0019,2,0.05,880.6408910764488,Online,Cancelled,14773.27,10973.74,14034.61,28069.22,21947.48,5241.1
O008085,2023-08-19,C01660,P0060,1,0.05,524.676397556187,Online,Returned,3944.4,2929.93,3747.18,3747.18,2929.93,292.57
O008086,2025-03-19,C00304,P0047,1,0.0,1391.3435039004066,Store,Completed,20500.61,14824.88,20500.61,20500.61,14824.88,4284.39
O008087,2024-04-23,C00936,P0002,3,0.1,990.2865388276978,Online,Returned,48149.03,31099.07,43334.13,130002.39,93297.21,35714.89
O008088,2024-11-05,C01638,P0070,2,0.25,751.4297110977099,Store,Completed,421.13,288.88,315.85,631.7,577.76,-697.49
O008089,2023-10-05,C01344,P0042,1,0.1,225.94032348216845,Store,Completed,23234.15,13517.06,20910.74,20910.74,13517.06,7167.74
O008090,2023-02-22,C02312,P0060,2,0.15,253.56960801248695,Store,Completed,3944.4,2929.93,3352.74,6705.48,5859.86,592.05
O008091,2025-10-30,C00365,P0011,1,0.0,1293.310788405745,Online,Completed,76595.54,51662.71,76595.54,76595.54,51662.71,23639.52
O008092,2025-01-17,C01413,P0027,1,0.15,210.08245970132774,Store,Completed,26372.42,16854.64,22416.56,22416.56,16854.64,5351.84
O008093,2024-04-08,C01251,P0014,1,0.1,245.72262748365935,Store,Completed,16307.91,8998.28,14677.12,14677.12,8998.28,5433.12
O008094,2025-01-23,C00456,P0059,2,0.05,438.90405036654425,Online,Completed,3898.1,2349.12,3703.2,7406.4,4698.24,2269.26
O008095,2024-08-05,C01764,P0008,4,0.1,295.3228904982801,Online,Completed,41776.53,28887.3,37598.88,150395.52,115549.2,34551.0
O008096,2023-06-07,C01329,P0066,4,0.15,1244.2087320332816,Online,Cancelled,1482.61,1004.14,1260.22,5040.88,4016.56,-219.89
O008097,2023-01-19,C00328,P0005,2,0.2,59.05136796874512,Store,Completed,32063.17,24460.1,25650.54,51301.08,48920.2,2321.83
O008098,2023-02-24,C00819,P0030,3,0.0,1279.7034114499543,Online,Completed,21001.14,14631.33,21001.14,63003.42,43893.99,17829.73
O008099,2024-12-21,C01966,P0025,2,0.1,667.2562690351594,Online,Completed,13173.89,8040.17,11856.5,23713.0,16080.34,6965.4
O008100,2025-11-10,C00736,P0025,1,0.1,1091.1785243837246,Online,Completed,13173.89,8040.17,11856.5,11856.5,8040.17,2725.15
O008101,2025-01-30,C01468,P0062,1,0.1,608.4856788664606,Online,Completed,2623.68,1558.73,2361.31,2361.31,1558.73,194.09
O008102,2025-10-15,C00566,P0065,2,0.0,1378.7538955161526,Online,Completed,2151.86,1389.65,2151.86,4303.72,2779.3,145.67
O008103,2025-03-18,C01628,P0001,2,0.05,419.89658771334655,Online,Completed,76307.73,44819.33,72492.34,144984.68,89638.66,54926.12
O008104,2024-12-23,C00820,P0047,1,0.1,370.19077074630746,Online,Completed,20500.61,14824.88,18450.55,18450.55,14824.88,3255.48
O008105,2023-10-12,C01715,P0027,1,0.05,1194.0951785089703,Online,Completed,26372.42,16854.64,25053.8,25053.8,16854.64,7005.06
O008106,2024-05-25,C00516,P0038,5,0.05,63.29685652290501,Online,Completed,11946.05,6792.61,11348.75,56743.75,33963.05,22717.4
O008107,2025-10-18,C02466,P0019,3,0.1,134.4118963133272,Online,Completed,14773.27,10973.74,13295.94,39887.82,32921.22,6832.19
O008108,2023-04-30,C01125,P0040,2,0.1,430.3687272694264,Online,Completed,19597.45,13150.79,17637.71,35275.42,26301.58,8543.47
O008109,2023-04-07,C02456,P0012,1,0.05,1189.0072130601252,Online,Completed,35152.21,19746.44,33394.6,33394.6,19746.44,12459.15
O008110,2023-04-30,C01429,P0066,3,0.1,348.674105544172,Store,Completed,1482.61,1004.14,1334.35,4003.05,3012.42,641.96
O008111,2024-01-28,C01154,P0072,2,0.05,884.240716834106,Online,Completed,774.85,529.21,736.11,1472.22,1058.42,-470.44
O008112,2025-03-04,C00844,P0033,1,0.0,290.866808536024,Online,Completed,13342.59,8022.86,13342.59,13342.59,8022.86,5028.86
O008113,2023-08-08,C00035,P0013,3,0.0,1402.7014512630988,Online,Completed,51810.99,39926.78,51810.99,155432.97,119780.34,34249.93
O008114,2025-04-18,C02047,P0043,2,0.15,492.10823810290947,Online,Completed,21218.15,12925.21,18035.43,36070.86,25850.42,9728.33
O008115,2023-06-09,C01768,P0021,2,0.05,187.05666917744875,Online,Completed,11186.62,6592.76,10627.29,21254.58,13185.52,7882.0
O008116,2024-09-02,C02202,P0034,1,0.0,294.29035339017815,Online,Completed,26712.82,17922.94,26712.82,26712.82,17922.94,8495.59
O008117,2024-09-30,C01783,P0030,1,0.1,841.7181072864911,Online,Completed,21001.14,14631.33,18901.03,18901.03,14631.33,3427.98
O008118,2025-11-21,C00229,P0020,2,0.05,315.80813354922867,Store,Completed,8241.48,6253.13,7829.41,15658.82,12506.26,2836.75
O008119,2025-02-15,C00976,P0036,1,0.0,1126.6109926402548,Online,Completed,28469.37,21199.12,28469.37,28469.37,21199.12,6143.64
O008120,2023-11-30,C01847,P0007,1,0.2,503.17050957661684,Online,Completed,33971.37,23910.3,27177.1,27177.1,23910.3,2763.63
O008121,2025-06-10,C01277,P0069,1,0.1,307.8891620347828,Online,Completed,728.09,572.9,655.28,655.28,572.9,-225.51
O008122,2025-07-28,C01512,P0009,1,0.0,187.23905058899362,Online,Completed,55010.92,39856.38,55010.92,55010.92,39856.38,14967.3
O008123,2023-12-18,C00805,P0045,2,0.0,464.90397164022926,Online,Completed,2648.4,2040.25,2648.4,5296.8,4080.5,751.4
O008124,2025-07-14,C00564,P0018,4,0.1,1427.9482836656373,Store,Completed,45603.07,29794.11,41042.76,164171.04,119176.44,43566.65
O008125,2024-01-31,C02063,P0047,1,0.25,123.86696793383959,Online,Completed,20500.61,14824.88,15375.46,15375.46,14824.88,426.71
O008126,2024-06-13,C00895,P0001,1,0.05,1434.4733819066107,Store,Completed,76307.73,44819.33,72492.34,72492.34,44819.33,26238.54
O008127,2023-12-24,C00854,P0072,5,0.2,1128.8321474654706,Store,Completed,774.85,529.21,619.88,3099.4,2646.05,-675.48
O008128,2025-04-07,C00340,P0053,2,0.15,897.9648014830876,Store,Completed,19337.72,12777.59,16437.06,32874.12,25555.18,6420.98
O008129,2023-03-01,C02411,P0037,1,0.05,757.2969036530202,Online,Completed,2788.85,1641.83,2649.41,2649.41,1641.83,250.28
O008130,2024-04-21,C00180,P0020,1,0.0,256.2470004142971,Online,Completed,8241.48,6253.13,8241.48,8241.48,6253.13,1732.1
O008131,2024-09-03,C00589,P0071,3,0.2,104.05562603662226,Online,Completed,4370.25,3126.8,3496.2,10488.6,9380.4,1004.14
O008132,2023-01-01,C02263,P0058,4,0.15,954.3516388034002,Online,Completed,2016.07,1486.71,1713.66,6854.64,5946.84,-46.55
O008133,2023-11-07,C02046,P0041,5,0.15,395.8991428685825,Online,Completed,17041.87,10693.12,14485.59,72427.95,53465.6,18566.45
O008134,2023-06-17,C01759,P0038,1,0.25,818.7993549018473,Online,Completed,11946.05,6792.61,8959.54,8959.54,6792.61,1348.13
O008135,2023-07-11,C02400,P0044,1,0.2,689.3911216872214,Online,Completed,6632.18,4664.75,5305.74,5305.74,4664.75,-48.4
O008136,2025-11-23,C02069,P0015,2,0.0,1152.148514326173,Online,Completed,68260.89,49534.02,68260.89,136521.78,99068.04,36301.59
O008137,2025-11-23,C01617,P0035,3,0.1,439.87919028507037,Online,Completed,6233.16,4830.1,5609.84,16829.52,14490.3,1899.34
O008138,2024-12-08,C00565,P0027,4,0.05,232.3458760710036,Online,Completed,26372.42,16854.64,25053.8,100215.2,67418.56,32564.29
O008139,2024-01-01,C00669,P0021,2,0.2,932.1154784971638,Online,Completed,11186.62,6592.76,8949.3,17898.6,13185.52,3780.96
O008140,2025-05-07,C00369,P0040,5,0.0,1265.4378630527485,Online,Completed,19597.45,13150.79,19597.45,97987.25,65753.95,30967.86
O008141,2023-11-23,C00694,P0044,1,0.15,1380.6304166509485,Online,Completed,6632.18,4664.75,5637.35,5637.35,4664.75,-408.03
O008142,2023-04-24,C01102,P0044,1,0.1,1390.8314752054912,Online,Completed,6632.18,4664.75,5968.96,5968.96,4664.75,-86.62
O008143,2025-03-07,C01143,P0005,1,0.05,98.48964846601902,Online,Completed,32063.17,24460.1,30460.01,30460.01,24460.1,5901.42
O008144,2025-07-07,C00359,P0049,1,0.2,322.41265007145824,Online,Completed,3620.6,2285.05,2896.48,2896.48,2285.05,289.02
O008145,2024-08-31,C01641,P0069,3,0.1,1137.1899641281013,Store,Completed,728.09,572.9,655.28,1965.84,1718.7,-890.05
O008146,2023-11-05,C01538,P0021,1,0.2,1070.8589079160583,Online,Completed,11186.62,6592.76,8949.3,8949.3,6592.76,1285.68
O008147,2024-02-05,C01651,P0008,1,0.1,893.4401343643169,Store,Cancelled,41776.53,28887.3,37598.88,37598.88,28887.3,7818.14
O008148,2023-07-31,C00503,P0066,1,0.15,583.7945171849665,Online,Completed,1482.61,1004.14,1260.22,1260.22,1004.14,-327.71
O008149,2023-11-13,C02080,P0037,1,0.15,493.81880637315624,Store,Completed,2788.85,1641.83,2370.52,2370.52,1641.83,234.87
O008150,2023-07-04,C02406,P0014,5,0.1,181.07388753872837,Online,Completed,16307.91,8998.28,14677.12,73385.6,44991.4,28213.13
O008151,2023-09-03,C00062,P0034,1,0.05,900.200523683689,Online,Completed,26712.82,17922.94,25377.18,25377.18,17922.94,6554.04
O008152,2023-08-27,C01121,P0060,1,0.2,358.54919211328365,Online,Completed,3944.4,2929.93,3155.52,3155.52,2929.93,-132.96
O008153,2024-06-03,C01671,P0061,1,0.15,1339.9131756115924,Online,Completed,2023.64,1366.93,1720.09,1720.09,1366.93,-986.75
O008154,2023-10-04,C01520,P0046,4,0.05,374.9030578421837,Store,Completed,23120.56,13821.92,21964.53,87858.12,55287.68,32195.54
O008155,2025-10-02,C01634,P0021,1,0.05,1164.4832362660247,Store,Completed,11186.62,6592.76,10627.29,10627.29,6592.76,2870.05
O008156,2023-07-21,C00452,P0018,4,0.0,555.0858289749297,Store,Completed,45603.07,29794.11,45603.07,182412.28,119176.44,62680.75
O008157,2023-08-02,C02454,P0061,1,0.0,1237.4696450005042,Online,Completed,2023.64,1366.93,2023.64,2023.64,1366.93,-580.76
O008158,2024-08-28,C01693,P0069,4,0.0,1121.172309544154,Online,Completed,728.09,572.9,728.09,2912.36,2291.6,-500.41
O008159,2024-04-22,C00357,P0034,1,0.0,83.73286476814414,Online,Completed,26712.82,17922.94,26712.82,26712.82,17922.94,8706.15
O008160,2024-05-22,C02179,P0054,1,0.05,992.2001721136392,Online,Completed,4391.07,3392.34,4171.52,4171.52,3392.34,-213.02
O008161,2024-10-30,C01046,P0029,2,0.2,863.4925705079866,Store,Completed,16320.22,10540.75,13056.18,26112.36,21081.5,4167.37
O008162,2024-10-26,C00596,P0041,2,0.1,1241.8367198438925,Store,Completed,17041.87,10693.12,15337.68,30675.36,21386.24,8047.28
O008163,2023-05-22,C01625,P0070,1,0.2,388.09805930917025,Online,Completed,421.13,288.88,336.9,336.9,288.88,-340.08
O008164,2023-11-18,C02274,P0058,1,0.0,1108.212011728131,Online,Completed,2016.07,1486.71,2016.07,2016.07,1486.71,-578.85
O008165,2024-04-05,C01130,P0030,1,0.1,1335.407596721,Online,Completed,21001.14,14631.33,18901.03,18901.03,14631.33,2934.29
O008166,2024-12-07,C01973,P0033,2,0.1,1185.0828721848752,Online,Returned,13342.59,8022.86,12008.33,24016.66,16045.72,6785.86
O008167,2024-10-31,C02442,P0063,4,0.0,1385.7175100910617,Online,Completed,3877.55,3036.56,3877.55,15510.2,12146.24,1978.24
O008168,2023-02-23,C00871,P0034,1,0.05,494.66163493387455,Online,Cancelled,26712.82,17922.94,25377.18,25377.18,17922.94,6959.58
O008169,2023-10-04,C02031,P0049,1,0.0,659.7848771121002,Online,Completed,3620.6,2285.05,3620.6,3620.6,2285.05,675.77
